length_m,objectid,featuretype,description,class,name,operationalstatus,state,spatialconfidence,revised,ga_guid,capacitykv,comment_,st_lengthshape
833.77092375,414,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,West Wyalong Solar Farm to tee,Operational,New South Wales,5,2024/03/14 00:00:00+00,{7F5FBEEC-D174-4366-A7F0-19CA22C471A1},132,,0.0085108287618137
3508.4084067,415,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Miller st to Madgwick St,Operational,New South Wales,5,2024/03/14 00:00:00+00,{CBADD4F3-CCEC-4ECE-8BD1-148FF72FA499},66,,0.0328610545532536
496.04681853,416,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Geurie to tee,Operational,New South Wales,5,2024/03/14 00:00:00+00,{BC4992FB-5B90-48A3-AB79-E43135988AA4},66,,0.0052479078069638
106045.81190349,417,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Wagga 330 to Australian Newsprint Mills,Operational,New South Wales,5,2012/07/10 00:00:00+00,{888BE975-C28D-4394-96DB-E8B764DA66E7},132,,1.00502445078454
9996.76308289,418,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Albury to Australian Newsprint Mills,Operational,New South Wales,5,2012/07/10 00:00:00+00,{5DECD591-0F91-41C2-B853-680110C6C176},132,,0.098777863754031
11575.72563623,419,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Jindera to Australian Newsprint Mills,Operational,New South Wales,5,2012/07/10 00:00:00+00,{870A3D25-3A71-4D0B-9AE5-E214BD6A3911},132,,0.115720631651762
42619.86096271,420,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Wodonga Terminal to Jindera,Operational,New South Wales,5,2012/07/10 00:00:00+00,{2904D419-ADB9-4991-BCE2-1E71F37DD8D5},330,,0.42244074986448
12911.12836499,421,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Hume to Wodonga Terminal,Operational,Victoria,5,2012/07/10 00:00:00+00,{FF6E5FB2-04BC-4EC5-A339-8E475E0BBEF1},66,,0.134394046653881
17108.29660301,422,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Albury to Jindera,Operational,New South Wales,5,2012/07/10 00:00:00+00,{12FE8F0C-D153-4EE3-9C22-D719D6693E44},132,,0.164183740399334
121638.00561135,423,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Bendigo Terminal to Kerang Terminal,Operational,Victoria,5,2012/07/10 00:00:00+00,{623567B9-C15B-452B-8870-DEE7C3EE8A6F},220,,1.13344168825879
93104.12772916,424,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Shepparton Terminal Station to Fosterville Tee,Operational,Victoria,5,2012/07/10 00:00:00+00,{C6824159-71B1-40A1-B563-4D401426FA20},220,,0.994951845587115
96027.90053055,425,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Bendigo Terminal to Ballarat Terminal,Operational,Victoria,5,2012/07/10 00:00:00+00,{3413B31E-7F89-452A-A7EF-A91F2FC2FD5E},220,,0.90016740189857
151889.35460568,426,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Dederang Terminal to Shepparton Terminal,Operational,Victoria,5,2012/07/10 00:00:00+00,{D65A7034-0AD7-411F-98F9-6F463A5EBD56},220,,1.6565177818294
43296.4017253,427,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Sydenham Terminal to South Morang Terminal (North),Operational,Victoria,5,2012/07/10 00:00:00+00,{54A662FF-DC1E-4061-9FAE-4B5F37A7A654},500,,0.446383200729832
43281.54887203,428,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Sydenham Terminal to South Morang Terminal,Operational,Victoria,5,2012/07/10 00:00:00+00,{AFFF6C41-4648-4AA4-B321-DDB8EFE4D4C7},500,,0.446287663690663
12013.76627189,429,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Sydenham Terminal to Keilor Terminal,Operational,Victoria,5,2012/07/10 00:00:00+00,{99E450D0-9024-4EFE-8646-5F92A6DF9DF2},500,,0.126013452855182
29271.23392177,430,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Keilor Terminal to South Morang Terminal,Operational,Victoria,5,2012/07/10 00:00:00+00,{C3561DF7-B8AA-478A-9F90-4823ADEE2606},500,,0.30633314515902
16448.8745212,431,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Keilor Terminal to Thomastown Terminal,Operational,Victoria,5,2012/07/10 00:00:00+00,{7E6ACA32-1C85-4952-960B-F0EDE48B65C1},220,,0.178968535811072
16599.08280537,432,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Keilor Terminal to Thomastown Terminal (South),Operational,Victoria,5,2012/07/10 00:00:00+00,{05576E5C-678C-4A99-A91A-97F9BDC24A83},220,,0.180402483754475
54913.3113906,433,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Deer Park to Geelong Terminal,Operational,Victoria,5,2020/03/17 00:00:00+00,{A8B78AAD-61D8-439B-A88B-FB1FB4D59F29},220,,0.560244700909171
137070.14688446,434,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Hazelwood Terminal to Rowville Terminal,Operational,Victoria,5,2012/07/10 00:00:00+00,{56C79B31-3EAE-4220-A625-8D1B773B9F15},500,,1.48351072276433
21208.32561577,435,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Cranbourne Terminal to Rowville Terminal,Operational,Victoria,5,2012/07/10 00:00:00+00,{865F83BE-9ADF-4A94-9356-3DE5CA792894},500,,0.20686396789865
115940.93413508,436,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Hazelwood Terminal to Cranbourne Terminal,Operational,Victoria,5,2012/07/10 00:00:00+00,{F37E4D51-1817-4723-9522-DA1D7450DB74},500,,1.2773892950021
47282.9959074,437,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Rowville Terminal Station to Thomastown Terminal Station,Operational,Victoria,3,2012/07/10 00:00:00+00,{C1C9394A-B60B-4C54-9879-91C1FAA9C255},220,,0.463033520918434
15884.36567194,438,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Thomastown Terminal to Templestowe Terminal,Operational,Victoria,5,2012/07/10 00:00:00+00,{0E363A3A-6361-4FE3-9E73-5BA9642DD466},220,,0.173488338708553
25575.622152,439,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Ringwood Terminal to Thomastown Terminal,Operational,Victoria,5,2012/07/10 00:00:00+00,{FBE691B6-28E0-4923-8A10-95B1211F8983},220,,0.267010449177825
154267.84834873,440,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Hazelwood Terminal to South Morang Terminal (North),Operational,Victoria,5,2012/07/10 00:00:00+00,{C9B4776F-AB6B-4F2D-B75A-E7A88AD25D8C},500,,1.65064460335736
99222.48274702,441,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Eildon Power Station to Thomastown Terminal,Operational,Victoria,3,2012/07/10 00:00:00+00,{1D8F15FF-E470-4FEE-9B13-CF4757472E96},220,,1.05483129797212
